Code_commune_INSEE,Nom_commune,Code_postal,Libelle_acheminement,nom,url_end,type1,min1,med2,max3,type2,min1.1,med2.1,max3.1,type3,min1.2,med2.2,max3.2
82055,ESPARSAC,82500,ESPARSAC,esparsac,esparsac-82500,,,,,,,,,,,,
82057,FABAS,82170,FABAS,fabas,fabas-82170,,,,,,,,,,,,
82066,GENEBRIERES,82230,GENEBRIERES,genebrieres,genebrieres-82230,,,,,,,,,,,,
82078,LABASTIDE DE PENNE,82240,LABASTIDE DE PENNE,labastide-de-penne,labastide-de-penne-82240,,,,,,,,,,,,
82090,LAMOTHE CAPDEVILLE,82130,LAMOTHE CAPDEVILLE,lamothe-capdeville,lamothe-capdeville-82130,,,,,,,,,,,,
82095,LAVAURETTE,82240,LAVAURETTE,lavaurette,lavaurette-82240,,,,,,,,,,,,
82111,MIRAMONT DE QUERCY,82190,MIRAMONT DE QUERCY,miramont-de-quercy,miramont-de-quercy-82190,,,,,,,,,,,,
82113,MOLIERES,82220,MOLIERES,molieres,molieres-82220,,,,,,,,,,,,
82115,MONCLAR DE QUERCY,82230,MONCLAR DE QUERCY,monclar-de-quercy,monclar-de-quercy-82230,,,,,,,,,,,,
82124,MONTBETON,82290,MONTBETON,montbeton,montbeton-82290,,,,,,,,,,,,
82128,MONTFERMIER,82270,MONTFERMIER,montfermier,montfermier-82270,,,,,,,,,,,,
82135,NOHIC,82370,NOHIC,nohic,nohic-82370,,,,,,,,,,,,
82142,POMPIGNAN,82170,POMPIGNAN,pompignan,pompignan-82170,,,,,,,,,,,,
82146,PUYGAILLARD DE LOMAGNE,82120,PUYGAILLARD DE LOMAGNE,puygaillard-de-lomagne,puygaillard-de-lomagne-82120,,,,,,,,,,,,
82148,PUYLAROQUE,82240,PUYLAROQUE,puylaroque,puylaroque-82240,,,,,,,,,,,,
82152,ST AIGNAN,82100,ST AIGNAN,saint-aignan,saint-aignan-82100,,,,,,,,,,,,
82154,ST AMANS DE PELLAGAL,82110,ST AMANS DE PELLAGAL,saint-amans-de-pellagal,saint-amans-de-pellagal-82110,,,,,,,,,,,,
82161,ST ETIENNE DE TULMONT,82410,ST ETIENNE DE TULMONT,saint-etienne-de-tulmont,saint-etienne-de-tulmont-82410,,,,,,,,,,,,
82163,ST JEAN DU BOUZET,82120,ST JEAN DU BOUZET,saint-jean-du-bouzet,saint-jean-du-bouzet-82120,,,,,,,,,,,,
82164,STE JULIETTE,82110,STE JULIETTE,sainte-juliette,sainte-juliette-82110,,,,,,,,,,,,
82165,ST LOUP,82340,ST LOUP,saint-loup,saint-loup-82340,,,,,,,,,,,,
82166,ST MICHEL,82340,ST MICHEL,saint-michel,saint-michel-82340,,,,,,,,,,,,
82171,ST PORQUIER,82700,ST PORQUIER,saint-porquier,saint-porquier-82700,,,,,,,,,,,,
82173,ST SARDOS,82600,ST SARDOS,saint-sardos,saint-sardos-82600,,,,,,,,,,,,
82176,LA SALVETAT BELMONTET,82230,LA SALVETAT BELMONTET,la salvetat-belmontet,la-salvetat-belmontet-82230,,,,,,,,,,,,
82182,TOUFFAILLES,82190,TOUFFAILLES,touffailles,touffailles-82190,,,,,,,,,,,,
82189,VAZERAC,82220,VAZERAC,vazerac,vazerac-82220,,,,,,,,,,,,
82195,VILLEMADE,82130,VILLEMADE,villemade,villemade-82130,,,,,,,,,,,,
83004,LES ARCS,83460,LES ARCS,les arcs,les-arcs-83460,,,,,,,,,,,,
83006,ARTIGUES,83560,ARTIGUES,artigues,artigues-83560,,,,,,,,,,,,
83017,BELGENTIER,83210,BELGENTIER,belgentier,belgentier-83210,,,,,,,,,,,,
83020,LE BOURGUET,83840,LE BOURGUET,le bourguet,le-bourguet-83840,,,,,,,,,,,,
83022,BRENON,83840,BRENON,brenon,brenon-83840,,,,,,,,,,,,
83029,CALLIAN,83440,CALLIAN,callian,callian-83440,,,,,,,,,,,,
83034,CARQUEIRANNE,83320,CARQUEIRANNE,carqueiranne,carqueiranne-83320,,,,,,,,,,,,
83043,COLLOBRIERES,83610,COLLOBRIERES,collobrieres,collobrieres-83610,,,,,,,,,,,,
83048,LA CROIX VALMER,83420,LA CROIX VALMER,la croix-valmer,la-croix-valmer-83420,,,,,,,,,,,,
83050,DRAGUIGNAN,83300,DRAGUIGNAN,draguignan,draguignan-83300,,,,,,,,,,,,
83054,LA FARLEDE,83210,LA FARLEDE,la farlede,la-farlede-83210,,,,,,,,,,,,
83062,LA GARDE,83130,LA GARDE,la garde,la-garde-83130,,,,,,,,,,,,
83064,GAREOULT,83136,GAREOULT,gareoult,gareoult-83136,,,,,,,,,,,,
83065,GASSIN,83580,GASSIN,gassin,gassin-83580,,,,,,,,,,,,
83069,HYERES,83400,HYERES,hyeres,hyeres-83400,,,,,,,,,,,,
83069,HYERES,83400,HYERES,hyeres,hyeres-83400,,,,,,,,,,,,
83070,LE LAVANDOU,83980,LE LAVANDOU,le lavandou,le-lavandou-83980,,,,,,,,,,,,
83074,LA MARTRE,83840,LA MARTRE,la martre,la-martre-83840,,,,,,,,,,,,
83080,MONS,83440,MONS,mons,mons-83440,,,,,,,,,,,,
83082,MONTFERRAT,83131,MONTFERRAT,montferrat,montferrat-83131,,,,,,,,,,,,
83088,NEOULES,83136,NEOULES,neoules,neoules-83136,,,,,,,,,,,,
83096,POURCIEUX,83470,POURCIEUX,pourcieux,pourcieux-83470,,,,,,,,,,,,
83101,RAMATUELLE,83350,RAMATUELLE,ramatuelle,ramatuelle-83350,,,,,,,,,,,,
83102,REGUSSE,83630,REGUSSE,regusse,regusse-83630,,,,,,,,,,,,
83107,ROQUEBRUNE SUR ARGENS,83380,ROQUEBRUNE SUR ARGENS,roquebrune-sur-argens,roquebrune-sur-argens-83380,,,,,,,,,,,,
83108,LA ROQUEBRUSSANNE,83136,LA ROQUEBRUSSANNE,la roquebrussanne,la-roquebrussanne-83136,,,,,,,,,,,,
83118,ST RAPHAEL,83530,ST RAPHAEL,saint-raphael,saint-raphael-83530,,,,,,,,,,,,
83118,ST RAPHAEL,83700,ST RAPHAEL,saint-raphael,saint-raphael-83700,,,,,,,,,,,,
83124,SEILLANS,83440,SEILLANS,seillans,seillans-83440,,,,,,,,,,,,
83129,SIX FOURS LES PLAGES,83140,SIX FOURS LES PLAGES,six-fours-les-plages,six-fours-les-plages-83140,,,,,,,,,,,,
83129,SIX FOURS LES PLAGES,83140,SIX FOURS LES PLAGES,six-fours-les-plages,six-fours-les-plages-83140,,,,,,,,,,,,
83148,VIDAUBAN,83550,VIDAUBAN,vidauban,vidauban-83550,,,,,,,,,,,,
83152,RAYOL CANADEL SUR MER,83820,RAYOL CANADEL SUR MER,rayol-canadel-sur-mer,rayol-canadel-sur-mer-83820,,,,,,,,,,,,
83154,ST ANTONIN DU VAR,83510,ST ANTONIN DU VAR,saint-antonin-du-var,saint-antonin-du-var-83510,,,,,,,,,,,,
84002,ANSOUIS,84240,ANSOUIS,ansouis,ansouis-84240,,,,,,,,,,,,
84009,LA BASTIDE DES JOURDANS,84240,LA BASTIDE DES JOURDANS,la bastide-des-jourdans,la-bastide-des-jourdans-84240,,,,,,,,,,,,
84011,LE BEAUCET,84210,LE BEAUCET,le beaucet,le-beaucet-84210,,,,,,,,,,,,
84013,BEAUMETTES,84220,BEAUMETTES,beaumettes,beaumettes-84220,,,,,,,,,,,,
84018,BLAUVAC,84570,BLAUVAC,blauvac,blauvac-84570,,,,,,,,,,,,
84021,BRANTES,84390,BRANTES,brantes,brantes-84390,,,,,,,,,,,,
84028,CAIRANNE,84290,CAIRANNE,cairanne,cairanne-84290,,,,,,,,,,,,
84029,CAMARET SUR AIGUES,84850,CAMARET SUR AIGUES,camaret-sur-aigues,camaret-sur-aigues-84850,,,,,,,,,,,,
84030,CAROMB,84330,CAROMB,caromb,caromb-84330,,,,,,,,,,,,
84033,CASTELLET,84400,CASTELLET,castellet,castellet-84400,,,,,,,,,,,,
84034,CAUMONT SUR DURANCE,84510,CAUMONT SUR DURANCE,caumont-sur-durance,caumont-sur-durance-84510,,,,,,,,,,,,
84048,GIGNAC,84400,GIGNAC,gignac,gignac-84400,,,,,,,,,,,,
84049,GIGONDAS,84190,GIGONDAS,gigondas,gigondas-84190,,,,,,,,,,,,
84052,GRAMBOIS,84240,GRAMBOIS,grambois,grambois-84240,,,,,,,,,,,,
84055,JONQUERETTES,84450,JONQUERETTES,jonquerettes,jonquerettes-84450,,,,,,,,,,,,
84063,LAMOTTE DU RHONE,84840,LAMOTTE DU RHONE,lamotte-du-rhone,lamotte-du-rhone-84840,,,,,,,,,,,,
84064,LAPALUD,84840,LAPALUD,lapalud,lapalud-84840,,,,,,,,,,,,
84066,LIOUX,84220,LIOUX,lioux,lioux-84220,,,,,,,,,,,,
84072,MAZAN,84380,MAZAN,mazan,mazan-84380,,,,,,,,,,,,
84076,MIRABEAU,84120,MIRABEAU,mirabeau,mirabeau-84120,,,,,,,,,,,,
84083,MORNAS,84550,MORNAS,mornas,mornas-84550,,,,,,,,,,,,
84086,OPPEDE,84580,OPPEDE,oppede,oppede-84580,,,,,,,,,,,,
84098,ROAIX,84110,ROAIX,roaix,roaix-84110,,,,,,,,,,,,
84101,LA ROQUE SUR PERNES,84210,LA ROQUE SUR PERNES,la roque-sur-pernes,la-roque-sur-pernes-84210,,,,,,,,,,,,
84107,ST CHRISTOL,84390,ST CHRISTOL,saint-christol,saint-christol-84390,,,,,,,,,,,,
84117,ST ROMAN DE MALEGARDE,84290,ST ROMAN DE MALEGARDE,saint-roman-de-malegarde,saint-roman-de-malegarde-84290,,,,,,,,,,,,
84119,ST SATURNIN LES AVIGNON,84450,ST SATURNIN LES AVIGNON,saint-saturnin-les-avignon,saint-saturnin-les-avignon-84450,,,,,,,,,,,,
84125,SAVOILLAN,84390,SAVOILLAN,savoillan,savoillan-84390,,,,,,,,,,,,
84140,VAUGINES,84160,VAUGINES,vaugines,vaugines-84160,,,,,,,,,,,,
91573,ST PIERRE DU PERRAY,91280,ST PIERRE DU PERRAY,saint-pierre-du-perray,saint-pierre-du-perray-91280,,,,,,,,,,,,
91578,ST SULPICE DE FAVIERES,91910,ST SULPICE DE FAVIERES,saint-sulpice-de-favieres,saint-sulpice-de-favieres-91910,,,,,,,,,,,,
91667,VILLEMOISSON SUR ORGE,91360,VILLEMOISSON SUR ORGE,villemoisson-sur-orge,villemoisson-sur-orge-91360,,,,,,,,,,,,
91687,VIRY CHATILLON,91170,VIRY CHATILLON,viry-chatillon,viry-chatillon-91170,,,,,,,,,,,,
91691,YERRES,91330,YERRES,yerres,yerres-91330,,,,,,,,,,,,
92002,ANTONY,92160,ANTONY,antony,antony-92160,,,,,,,,,,,,
92004,ASNIERES SUR SEINE,92600,ASNIERES SUR SEINE,asnieres-sur-seine,asnieres-sur-seine-92600,,,,,,,,,,,,
92012,BOULOGNE BILLANCOURT,92100,BOULOGNE BILLANCOURT,boulogne-billancourt,boulogne-billancourt-92100,,,,,,,,,,,,
92023,CLAMART,92140,CLAMART,clamart,clamart-92140,,,,,,,,,,,,
92023,CLAMART,92140,CLAMART,clamart,clamart-92140,,,,,,,,,,,,
92025,COLOMBES,92700,COLOMBES,colombes,colombes-92700,,,,,,,,,,,,
92026,COURBEVOIE,92400,COURBEVOIE,courbevoie,courbevoie-92400,,,,,,,,,,,,
92036,GENNEVILLIERS,92230,GENNEVILLIERS,gennevilliers,gennevilliers-92230,,,,,,,,,,,,
92060,LE PLESSIS ROBINSON,92350,LE PLESSIS ROBINSON,le plessis-robinson,le-plessis-robinson-92350,,,,,,,,,,,,
92064,ST CLOUD,92210,ST CLOUD,saint-cloud,saint-cloud-92210,,,,,,,,,,,,
92077,VILLE D AVRAY,92410,VILLE D AVRAY,ville-d-avray,ville-d-avray-92410,,,,,,,,,,,,
93008,BOBIGNY,93000,BOBIGNY,bobigny,bobigny-93000,,,,,,,,,,,,
93014,CLICHY SOUS BOIS,93390,CLICHY SOUS BOIS,clichy-sous-bois,clichy-sous-bois-93390,,,,,,,,,,,,
93015,COUBRON,93470,COUBRON,coubron,coubron-93470,,,,,,,,,,,,
93027,LA COURNEUVE,93120,LA COURNEUVE,la courneuve,la-courneuve-93120,,,,,,,,,,,,
93032,GAGNY,93220,GAGNY,gagny,gagny-93220,,,,,,,,,,,,
93045,LES LILAS,93260,LES LILAS,les lilas,les-lilas-93260,,,,,,,,,,,,
93050,NEUILLY SUR MARNE,93330,NEUILLY SUR MARNE,neuilly-sur-marne,neuilly-sur-marne-93330,,,,,,,,,,,,
93057,LES PAVILLONS SOUS BOIS,93320,LES PAVILLONS SOUS BOIS,les pavillons-sous-bois,les-pavillons-sous-bois-93320,,,,,,,,,,,,
93079,VILLETANEUSE,93430,VILLETANEUSE,villetaneuse,villetaneuse-93430,,,,,,,,,,,,
94001,ABLON SUR SEINE,94480,ABLON SUR SEINE,ablon-sur-seine,ablon-sur-seine-94480,,,,,,,,,,,,
94011,BONNEUIL SUR MARNE,94380,BONNEUIL SUR MARNE,bonneuil-sur-marne,bonneuil-sur-marne-94380,,,,,,,,,,,,
94015,BRY SUR MARNE,94360,BRY SUR MARNE,bry-sur-marne,bry-sur-marne-94360,,,,,,,,,,,,
94033,FONTENAY SOUS BOIS,94120,FONTENAY SOUS BOIS,fontenay-sous-bois,fontenay-sous-bois-94120,,,,,,,,,,,,
94046,MAISONS ALFORT,94700,MAISONS ALFORT,maisons-alfort,maisons-alfort-94700,,,,,,,,,,,,
94052,NOGENT SUR MARNE,94130,NOGENT SUR MARNE,nogent-sur-marne,nogent-sur-marne-94130,,,,,,,,,,,,
94053,NOISEAU,94880,NOISEAU,noiseau,noiseau-94880,,,,,,,,,,,,
94055,ORMESSON SUR MARNE,94490,ORMESSON SUR MARNE,ormesson-sur-marne,ormesson-sur-marne-94490,,,,,,,,,,,,
94060,LA QUEUE EN BRIE,94510,LA QUEUE EN BRIE,la queue-en-brie,la-queue-en-brie-94510,,,,,,,,,,,,
94068,ST MAUR DES FOSSES,94210,ST MAUR DES FOSSES,saint-maur-des-fosses,saint-maur-des-fosses-94210,,,,,,,,,,,,
94071,SUCY EN BRIE,94370,SUCY EN BRIE,sucy-en-brie,sucy-en-brie-94370,,,,,,,,,,,,
94074,VALENTON,94460,VALENTON,valenton,valenton-94460,,,,,,,,,,,,
94076,VILLEJUIF,94800,VILLEJUIF,villejuif,villejuif-94800,,,,,,,,,,,,
94079,VILLIERS SUR MARNE,94350,VILLIERS SUR MARNE,villiers-sur-marne,villiers-sur-marne-94350,,,,,,,,,,,,
95018,ARGENTEUIL,95100,ARGENTEUIL,argenteuil,argenteuil-95100,,,,,,,,,,,,
95024,ARTHIES,95420,ARTHIES,arthies,arthies-95420,,,,,,,,,,,,
95039,AUVERS SUR OISE,95430,AUVERS SUR OISE,auvers-sur-oise,auvers-sur-oise-95430,,,,,,,,,,,,
95058,BERNES SUR OISE,95340,BERNES SUR OISE,bernes-sur-oise,bernes-sur-oise-95340,,,,,,,,,,,,
95063,BEZONS,95870,BEZONS,bezons,bezons-95870,,,,,,,,,,,,
95110,BRIGNANCOURT,95640,BRIGNANCOURT,brignancourt,brignancourt-95640,,,,,,,,,,,,
95120,BUTRY SUR OISE,95430,BUTRY SUR OISE,butry-sur-oise,butry-sur-oise-95430,,,,,,,,,,,,
95127,CERGY,95000,CERGY,cergy,cergy-95000,,,,,,,,,,,,
95134,CHAMPAGNE SUR OISE,95660,CHAMPAGNE SUR OISE,champagne-sur-oise,champagne-sur-oise-95660,,,,,,,,,,,,
95151,CHAUVRY,95560,CHAUVRY,chauvry,chauvry-95560,,,,,,,,,,,,
95170,CONDECOURT,95450,CONDECOURT,condecourt,condecourt-95450,,,,,,,,,,,,
95176,CORMEILLES EN PARISIS,95240,CORMEILLES EN PARISIS,cormeilles-en-parisis,cormeilles-en-parisis-95240,,,,,,,,,,,,
95183,COURDIMANCHE,95800,COURDIMANCHE,courdimanche,courdimanche-95800,,,,,,,,,,,,
95211,ENNERY,95300,ENNERY,ennery,ennery-95300,,,,,,,,,,,,
95212,EPIAIS LES LOUVRES,95380,EPIAIS LES LOUVRES,epiais-les-louvres,epiais-les-louvres-95380,,,,,,,,,,,,
95213,EPIAIS RHUS,95810,EPIAIS RHUS,epiais-rhus,epiais-rhus-95810,,,,,,,,,,,,
95241,FONTENAY EN PARISIS,95190,FONTENAY EN PARISIS,fontenay-en-parisis,fontenay-en-parisis-95190,,,,,,,,,,,,
95250,FOSSES,95470,FOSSES,fosses,fosses-95470,,,,,,,,,,,,
95254,FREMECOURT,95830,FREMECOURT,fremecourt,fremecourt-95830,,,,,,,,,,,,
95258,FROUVILLE,95690,FROUVILLE,frouville,frouville-95690,,,,,,,,,,,,
95259,GADANCOURT,95450,GADANCOURT,gadancourt,gadancourt-95450,,,,,,,,,,,,
95295,GUIRY EN VEXIN,95450,GUIRY EN VEXIN,guiry-en-vexin,guiry-en-vexin-95450,,,,,,,,,,,,
95303,LE HEAULME,95640,LE HEAULME,le heaulme,le-heaulme-95640,,,,,,,,,,,,
95304,HEDOUVILLE,95690,HEDOUVILLE,hedouville,hedouville-95690,,,,,,,,,,,,
95316,JAGNY SOUS BOIS,95850,JAGNY SOUS BOIS,jagny-sous-bois,jagny-sous-bois-95850,,,,,,,,,,,,
95328,LABBEVILLE,95690,LABBEVILLE,labbeville,labbeville-95690,,,,,,,,,,,,
95331,LASSY,95270,LASSY,lassy,lassy-95270,,,,,,,,,,,,
95341,LIVILLIERS,95300,LIVILLIERS,livilliers,livilliers-95300,,,,,,,,,,,,
95348,LONGUESSE,95450,LONGUESSE,longuesse,longuesse-95450,,,,,,,,,,,,
95394,MERY SUR OISE,95540,MERY SUR OISE,mery-sur-oise,mery-sur-oise-95540,,,,,,,,,,,,
95395,LE MESNIL AUBRY,95720,LE MESNIL AUBRY,le mesnil-aubry,le-mesnil-aubry-95720,,,,,,,,,,,,
95430,MONTSOULT,95560,MONTSOULT,montsoult,montsoult-95560,,,,,,,,,,,,
95446,NESLES LA VALLEE,95690,NESLES LA VALLEE,nesles-la-vallee,nesles-la-vallee-95690,,,,,,,,,,,,
95456,NOISY SUR OISE,95270,NOISY SUR OISE,noisy-sur-oise,noisy-sur-oise-95270,,,,,,,,,,,,
95462,OMERVILLE,95420,OMERVILLE,omerville,omerville-95420,,,,,,,,,,,,
95523,LA ROCHE GUYON,95780,LA ROCHE GUYON,la roche-guyon,la-roche-guyon-95780,,,,,,,,,,,,
95554,ST GERVAIS,95420,ST GERVAIS,saint-gervais,saint-gervais-95420,,,,,,,,,,,,
95641,VEMARS,95470,VEMARS,vemars,vemars-95470,,,,,,,,,,,,
95652,VIARMES,95270,VIARMES,viarmes,viarmes-95270,,,,,,,,,,,,
95656,VIENNE EN ARTHIES,95510,VIENNE EN ARTHIES,vienne-en-arthies,vienne-en-arthies-95510,,,,,,,,,,,,
95658,VIGNY,95450,VIGNY,vigny,vigny-95450,,,,,,,,,,,,
97109,GOURBEYRE,97113,GOURBEYRE,gourbeyre,gourbeyre-97113,,,,,,,,,,,,
97110,LA DESIRADE,97127,LA DESIRADE,la desirade,la-desirade-97127,,,,,,,,,,,,
97114,GOYAVE,97128,GOYAVE,goyave,goyave-97128,,,,,,,,,,,,
97119,PETIT CANAL,97131,PETIT CANAL,petit-canal,petit-canal-97131,,,,,,,,,,,,
97120,POINTE A PITRE,97110,POINTE A PITRE,pointe-a-pitre,pointe-a-pitre-97110,,,,,,,,,,,,
97122,PORT LOUIS,97117,PORT LOUIS,port-louis,port-louis-97117,,,,,,,,,,,,
97126,ST LOUIS,97134,ST LOUIS,saint-louis,saint-louis-97134,,,,,,,,,,,,
97128,STE ANNE,97180,STE ANNE,sainte-anne,sainte-anne-97180,,,,,,,,,,,,
97130,TERRE DE BAS,97136,TERRE DE BAS,terre-de-bas,terre-de-bas-97136,,,,,,,,,,,,
97205,CASE PILOTE,97222,CASE PILOTE,case-pilote,case-pilote-97222,,,,,,,,,,,,
97206,LE DIAMANT,97223,LE DIAMANT,le diamant,le-diamant-97223,,,,,,,,,,,,
97208,FONDS ST DENIS,97250,FONDS ST DENIS,fonds-saint-denis,fonds-saint-denis-97250,,,,,,,,,,,,
97311,ST LAURENT DU MARONI,97320,ST LAURENT DU MARONI,saint-laurent-du-maroni,saint-laurent-du-maroni-97320,,,,,,,,,,,,
97313,MONTSINERY TONNEGRANDE,97356,MONTSINERY TONNEGRANDE,montsinery-tonnegrande,montsinery-tonnegrande-97356,,,,,,,,,,,,
97352,SAUL,97314,SAUL,saul,saul-97314,,,,,,,,,,,,
97362,PAPAICHTON,97316,POMPIDOU PAPA ICHTON,papaichton,papaichton-97316,,,,,,,,,,,,
97401,LES AVIRONS,97425,LES AVIRONS,les avirons,les-avirons-97425,,,,,,,,,,,,
97404,L ETANG SALE,97427,L ETANG SALE,l-etang-sale,l-etang-sale-97427,,,,,,,,,,,,
97405,PETITE ILE,97429,PETITE ILE,petite-ile,petite-ile-97429,,,,,,,,,,,,
97409,ST ANDRE,97440,ST ANDRE,saint-andre,saint-andre-97440,,,,,,,,,,,,
25196,DASLE,25230,DASLE,dasle,dasle-25230,,,,,,,,,,,,
25198,DESANDANS,25750,DESANDANS,desandans,desandans-25750,,,,,,,,,,,,
25199,DESERVILLERS,25330,DESERVILLERS,deservillers,deservillers-25330,,,,,,,,,,,,
25200,DEVECEY,25870,DEVECEY,devecey,devecey-25870,,,,,,,,,,,,
25201,DOMMARTIN,25300,DOMMARTIN,dommartin,dommartin-25300,,,,,,,,,,,,
25203,DOMPREL,25510,DOMPREL,domprel,domprel-25510,,,,,,,,,,,,
25207,DUNG,25550,DUNG,dung,dung-25550,,,,,,,,,,,,
25208,DURNES,25580,DURNES,durnes,durnes-25580,,,,,,,,,,,,
25210,ECHENANS,25550,ECHENANS,echenans,echenans-25550,,,,,,,,,,,,
25223,ETERNOZ,25330,ETERNOZ,eternoz,eternoz-25330,,,,,,,,,,,,
25227,ETRAY,25800,ETRAY,etray,etray-25800,,,,,,,,,,,,
25229,EVILLERS,25520,EVILLERS,evillers,evillers-25520,,,,,,,,,,,,
25232,FAIMBE,25250,FAIMBE,faimbe,faimbe-25250,,,,,,,,,,,,
25239,FEULE,25190,FEULE,feule,feule-25190,,,,,,,,,,,,
25256,FRAMBOUHANS,25140,FRAMBOUHANS,frambouhans,frambouhans-25140,,,,,,,,,,,,
25267,GENNES,25660,GENNES,gennes,gennes-25660,,,,,,,,,,,,
25268,GERMEFONTAINE,25510,GERMEFONTAINE,germefontaine,germefontaine-25510,,,,,,,,,,,,
25270,GEVRESIN,25270,GEVRESIN,gevresin,gevresin-25270,,,,,,,,,,,,
25271,GILLEY,25650,GILLEY,gilley,gilley-25650,,,,,,,,,,,,
25275,GLERE,25190,GLERE,glere,glere-25190,,,,,,,,,,,,
25301,GUYANS VENNES,25390,GUYANS VENNES,guyans-vennes,guyans-vennes-25390,,,,,,,,,,,,
25303,HAUTERIVE LA FRESSE,25650,HAUTERIVE LA FRESSE,hauterive-la-fresse,hauterive-la-fresse-25650,,,,,,,,,,,,
25309,HOUTAUD,25300,HOUTAUD,houtaud,houtaud-25300,,,,,,,,,,,,
25310,HUANNE MONTMARTIN,25680,HUANNE MONTMARTIN,huanne-montmartin,huanne-montmartin-25680,,,,,,,,,,,,
25316,ISSANS,25550,ISSANS,issans,issans-25550,,,,,,,,,,,,
25317,JALLERANGE,25170,JALLERANGE,jallerange,jallerange-25170,,,,,,,,,,,,
25325,LANDRESSE,25530,LANDRESSE,landresse,landresse-25530,,,,,,,,,,,,
25331,LAVANS VUILLAFANS,25580,LAVANS VUILLAFANS,lavans-vuillafans,lavans-vuillafans-25580,,,,,,,,,,,,
25333,LAVIRON,25510,LAVIRON,laviron,laviron-25510,,,,,,,,,,,,
25334,LEVIER,25270,LEVIER,levier,levier-25270,,,,,,,,,,,,
25340,LOMBARD,25440,LOMBARD,lombard,lombard-25440,,,,,,,,,,,,
25342,LONGECHAUX,25690,LONGECHAUX,longechaux,longechaux-25690,,,,,,,,,,,,
25345,LONGEVELLE SUR DOUBS,25260,LONGEVELLE SUR DOUBS,longevelle-sur-doubs,longevelle-sur-doubs-25260,,,,,,,,,,,,
25348,LONGEVILLES MONT D OR,25370,LONGEVILLES MONT D OR,longevilles-mont-d-or,longevilles-mont-d-or-25370,,,,,,,,,,,,
25360,MALBRANS,25620,MALBRANS,malbrans,malbrans-25620,,,,,,,,,,,,
25364,MAMIROLLE,25620,MAMIROLLE,mamirolle,mamirolle-25620,,,,,,,,,,,,
25365,MANCENANS,25250,MANCENANS,mancenans,mancenans-25250,,,,,,,,,,,,
25370,MATHAY,25700,MATHAY,mathay,mathay-25700,,,,,,,,,,,,
25372,MEDIERE,25250,MEDIERE,mediere,mediere-25250,,,,,,,,,,,,
25390,MONTBENOIT,25650,MONTBENOIT,montbenoit,montbenoit-25650,,,,,,,,,,,,
25391,MONT DE LAVAL,25210,MONT DE LAVAL,mont-de-laval,mont-de-laval-25210,,,,,,,,,,,,
25395,MONTFAUCON,25660,MONTFAUCON,montfaucon,montfaucon-25660,,,,,,,,,,,,
25397,MONTFERRAND LE CHATEAU,25320,MONTFERRAND LE CHATEAU,montferrand-le-chateau,montferrand-le-chateau-25320,,,,,,,,,,,,
25398,MONTFLOVIN,25650,MONTFLOVIN,montflovin,montflovin-25650,,,,,,,,,,,,
25402,MONTJOIE LE CHATEAU,25190,MONTJOIE LE CHATEAU,montjoie-le-chateau,montjoie-le-chateau-25190,,,,,,,,,,,,
25403,MONTLEBON,25500,MONTLEBON,montlebon,montlebon-25500,,,,,,,,,,,,
25405,MONTPERREUX,25160,MONTPERREUX,montperreux,montperreux-25160,,,,,,,,,,,,
25408,MONTUSSAINT,25680,MONTUSSAINT,montussaint,montussaint-25680,,,,,,,,,,,,
25421,NARBIEF,25210,NARBIEF,narbief,narbief-25210,,,,,,,,,,,,
25427,NOIRONTE,25170,NOIRONTE,noironte,noironte-25170,,,,,,,,,,,,
25433,ORGEANS BLANCHEFONTAINE,25120,ORGEANS BLANCHEFONTAINE,orgeans-blanchefontaine,orgeans-blanchefontaine-25120,,,,,,,,,,,,
25433,ORGEANS BLANCHEFONTAINE,25120,ORGEANS BLANCHEFONTAINE,orgeans-blanchefontaine,orgeans-blanchefontaine-25120,,,,,,,,,,,,
25441,OUVANS,25530,OUVANS,ouvans,ouvans-25530,,,,,,,,,,,,
25448,PELOUSEY,25170,PELOUSEY,pelousey,pelousey-25170,,,,,,,,,,,,
25456,PLAIMBOIS DU MIROIR,25210,PLAIMBOIS DU MIROIR,plaimbois-du-miroir,plaimbois-du-miroir-25210,,,,,,,,,,,,
25462,PONTARLIER,25300,PONTARLIER,pontarlier,pontarlier-25300,,,,,,,,,,,,
25466,POUILLEY FRANCAIS,25410,POUILLEY FRANCAIS,pouilley-francais,pouilley-francais-25410,,,,,,,,,,,,
25479,RANG,25250,RANG,rang,rang-25250,,,,,,,,,,,,
25486,REMORAY BOUJEONS,25160,REMORAY BOUJEONS,remoray-boujeons,remoray-boujeons-25160,,,,,,,,,,,,
25494,ROCHEJEAN,25370,ROCHEJEAN,rochejean,rochejean-25370,,,,,,,,,,,,
25503,ROSIERES SUR BARBECHE,25190,ROSIERES SUR BARBECHE,rosieres-sur-barbeche,rosieres-sur-barbeche-25190,,,,,,,,,,,,
25504,ROSUREUX,25380,ROSUREUX,rosureux,rosureux-25380,,,,,,,,,,,,
25505,ROUGEMONT,25680,ROUGEMONT,rougemont,rougemont-25680,,,,,,,,,,,,
25505,ROUGEMONT,25680,ROUGEMONT,rougemont,rougemont-25680,,,,,,,,,,,,
25508,ROULANS,25640,ROULANS,roulans,roulans-25640,,,,,,,,,,,,
25512,LE RUSSEY,25210,LE RUSSEY,le russey,le-russey-25210,,,,,,,,,,,,
