Code_commune_INSEE,Nom_commune,Code_postal,Libelle_acheminement,nom,url_end,type1,min1,med2,max3,type2,min1.1,med2.1,max3.1,type3,min1.2,med2.2,max3.2
21576,ST THIBAULT,21350,ST THIBAULT,saint-thibault,saint-thibault-21350,,,,,,,,,,,,
21579,SALIVES,21580,SALIVES,salives,salives-21580,,,,,,,,,,,,
21580,SALMAISE,21690,SALMAISE,salmaise,salmaise-21690,,,,,,,,,,,,
21593,SAVILLY,21430,SAVILLY,savilly,savilly-21430,,,,,,,,,,,,
13108,TARASCON,13150,TARASCON,tarascon,tarascon-13150,,,,,,,,,,,,
13109,LE THOLONET,13100,LE THOLONET,le tholonet,le-tholonet-13100,,,,,,,,,,,,
13110,TRETS,13530,TRETS,trets,trets-13530,,,,,,,,,,,,
13111,VAUVENARGUES,13126,VAUVENARGUES,vauvenargues,vauvenargues-13126,,,,,,,,,,,,
13114,VENTABREN,13122,VENTABREN,ventabren,ventabren-13122,,,,,,,,,,,,
13114,VENTABREN,13122,VENTABREN,ventabren,ventabren-13122,,,,,,,,,,,,
13115,VERNEGUES,13116,VERNEGUES,vernegues,vernegues-13116,,,,,,,,,,,,
13118,COUDOUX,13111,COUDOUX,coudoux,coudoux-13111,,,,,,,,,,,,
13205,MARSEILLE 05,13005,MARSEILLE,,,,,,,,,,,,,,
13209,MARSEILLE 09,13009,MARSEILLE,,,,,,,,,,,,,,
13212,MARSEILLE 12,13012,MARSEILLE,,,,,,,,,,,,,,
13213,MARSEILLE 13,13013,MARSEILLE,,,,,,,,,,,,,,
14001,ABLON,14600,ABLON,ablon,ablon-14600,,,,,,,,,,,,
14011,ANCTOVILLE,14240,ANCTOVILLE,anctoville,anctoville-14240,,,,,,,,,,,,
14014,COLOMBY ANGUERNY,14610,COLOMBY ANGUERNY,anguerny,anguerny-14610,,,,,,,,,,,,
14014,COLOMBY ANGUERNY,14610,COLOMBY ANGUERNY,anguerny,anguerny-14610,,,,,,,,,,,,
14020,ARGENCES,14370,ARGENCES,argences,argences-14370,,,,,,,,,,,,
14023,ASNIERES EN BESSIN,14710,ASNIERES EN BESSIN,asnieres-en-bessin,asnieres-en-bessin-14710,,,,,,,,,,,,
14024,AUBERVILLE,14640,AUBERVILLE,auberville,auberville-14640,,,,,,,,,,,,
14027,AUNAY SUR ODON,14260,AUNAY SUR ODON,aunay-sur-odon,aunay-sur-odon-14260,,,,,,,,,,,,
14032,LES AUTHIEUX SUR CALONNE,14130,LES AUTHIEUX SUR CALONNE,les authieux-sur-calonne,les-authieux-sur-calonne-14130,,,,,,,,,,,,
14034,AVENAY,14210,AVENAY,avenay,avenay-14210,,,,,,,,,,,,
14036,BANNEVILLE LA CAMPAGNE,14940,BANNEVILLE LA CAMPAGNE,banneville-la-campagne,banneville-la-campagne-14940,,,,,,,,,,,,
14037,MALHERBE SUR AJON,14260,MALHERBE SUR AJON,banneville-sur-ajon,banneville-sur-ajon-14260,,,,,,,,,,,,
14039,BARBERY,14220,BARBERY,barbery,barbery-14220,,,,,,,,,,,,
14061,SOULEUVRE EN BOCAGE,14350,SOULEUVRE EN BOCAGE,le beny-bocage,le-beny-bocage-14350,,,,,,,,,,,,
14061,SOULEUVRE EN BOCAGE,14350,SOULEUVRE EN BOCAGE,le beny-bocage,le-beny-bocage-14350,,,,,,,,,,,,
14061,SOULEUVRE EN BOCAGE,14350,SOULEUVRE EN BOCAGE,le beny-bocage,le-beny-bocage-14350,,,,,,,,,,,,
14061,SOULEUVRE EN BOCAGE,14350,SOULEUVRE EN BOCAGE,le beny-bocage,le-beny-bocage-14350,,,,,,,,,,,,
14068,BIEVILLE BEUVILLE,14112,BIEVILLE BEUVILLE,bieville-beuville,bieville-beuville-14112,,,,,,,,,,,,
14076,BLAINVILLE SUR ORNE,14550,BLAINVILLE SUR ORNE,blainville-sur-orne,blainville-sur-orne-14550,,,,,,,,,,,,
14077,BLANGY LE CHATEAU,14130,BLANGY LE CHATEAU,blangy-le-chateau,blangy-le-chateau-14130,,,,,,,,,,,,
14085,BONNEVILLE LA LOUVET,14130,BONNEVILLE LA LOUVET,bonneville-la-louvet,bonneville-la-louvet-14130,,,,,,,,,,,,
14087,BONNOEIL,14700,BONNOEIL,bonnoeil,bonnoeil-14700,,,,,,,,,,,,
14088,BONS TASSILLY,14420,BONS TASSILLY,bons-tassilly,bons-tassilly-14420,,,,,,,,,,,,
14092,BOURGUEBUS,14540,BOURGUEBUS,bourguebus,bourguebus-14540,,,,,,,,,,,,
14097,BRETTEVILLE LE RABET,14190,BRETTEVILLE LE RABET,bretteville-le-rabet,bretteville-le-rabet-14190,,,,,,,,,,,,
14099,BRETTEVILLE SUR DIVES,14170,BRETTEVILLE SUR DIVES,bretteville-sur-dives,bretteville-sur-dives-14170,,,,,,,,,,,,
14101,BRETTEVILLE SUR ODON,14760,BRETTEVILLE SUR ODON,bretteville-sur-odon,bretteville-sur-odon-14760,,,,,,,,,,,,
14104,LE BREVEDENT,14130,LE BREVEDENT,le brevedent,le-brevedent-14130,,,,,,,,,,,,
14106,BREVILLE LES MONTS,14860,BREVILLE LES MONTS,breville-les-monts,breville-les-monts-14860,,,,,,,,,,,,
14116,LE BU SUR ROUVRES,14190,LE BU SUR ROUVRES,le bu-sur-rouvres,le-bu-sur-rouvres-14190,,,,,,,,,,,,
14126,CAMBREMER,14340,CAMBREMER,cambremer,cambremer-14340,,,,,,,,,,,,
14130,CAMPIGNY,14490,CAMPIGNY,campigny,campigny-14490,,,,,,,,,,,,
14142,CASTILLY,14330,CASTILLY,castilly,castilly-14330,,,,,,,,,,,,
14150,CESNY BOIS HALBOUT,14220,CESNY BOIS HALBOUT,cesny-bois-halbout,cesny-bois-halbout-14220,,,,,,,,,,,,
14151,CHAMP DU BOULT,14380,CHAMP DU BOULT,champ-du-boult,champ-du-boult-14380,,,,,,,,,,,,
14157,CHEUX,14210,CHEUX,cheux,cheux-14210,,,,,,,,,,,,
14159,CHOUAIN,14250,CHOUAIN,chouain,chouain-14250,,,,,,,,,,,,
14161,CLARBEC,14130,CLARBEC,clarbec,clarbec-14130,,,,,,,,,,,,
14162,CLECY,14570,CLECY,clecy,clecy-14570,,,,,,,,,,,,
14172,COMMES,14520,COMMES,commes,commes-14520,,,,,,,,,,,,
14174,CONDE EN NORMANDIE,14770,CONDE EN NORMANDIE,conde-sur-noireau,conde-sur-noireau-14770,,,,,,,,,,,,
14182,CORMOLAIN,14240,CORMOLAIN,cormolain,cormolain-14240,,,,,,,,,,,,
14185,COUDRAY RABUT,14130,COUDRAY RABUT,coudray-rabut,coudray-rabut-14130,,,,,,,,,,,,
14192,COURSON,14380,COURSON,courson,courson-14380,,,,,,,,,,,,
14194,COURTONNE LES DEUX EGLISES,14290,COURTONNE LES DEUX EGLISES,courtonne-les-deux-eglises,courtonne-les-deux-eglises-14290,,,,,,,,,,,,
14194,COURTONNE LES DEUX EGLISES,14290,COURTONNE LES DEUX EGLISES,courtonne-les-deux-eglises,courtonne-les-deux-eglises-14290,,,,,,,,,,,,
14196,CREPON,14480,CREPON,crepon,crepon-14480,,,,,,,,,,,,
14204,CRICQUEVILLE EN BESSIN,14450,CRICQUEVILLE EN BESSIN,cricqueville-en-bessin,cricqueville-en-bessin-14450,,,,,,,,,,,,
14205,CRISTOT,14250,CRISTOT,cristot,cristot-14250,,,,,,,,,,,,
14206,CROCY,14620,CROCY,crocy,crocy-14620,,,,,,,,,,,,
14220,DEAUVILLE,14800,DEAUVILLE,deauville,deauville-14800,,,,,,,,,,,,
14226,DONNAY,14220,DONNAY,donnay,donnay-14220,,,,,,,,,,,,
14228,DOUVRES LA DELIVRANDE,14440,DOUVRES LA DELIVRANDE,douvres-la-delivrande,douvres-la-delivrande-14440,,,,,,,,,,,,
14230,DRUBEC,14130,DRUBEC,drubec,drubec-14130,,,,,,,,,,,,
14239,ENGLESQUEVILLE LA PERCEE,14710,ENGLESQUEVILLE LA PERCEE,englesqueville-la-percee,englesqueville-la-percee-14710,,,,,,,,,,,,
14241,EPINAY SUR ODON,14310,EPINAY SUR ODON,epinay-sur-odon,epinay-sur-odon-14310,,,,,,,,,,,,
14244,ERAINES,14700,ERAINES,eraines,eraines-14700,,,,,,,,,,,,
14249,ESQUAY NOTRE DAME,14210,ESQUAY NOTRE DAME,esquay-notre-dame,esquay-notre-dame-14210,,,,,,,,,,,,
14250,ESQUAY SUR SEULLES,14400,ESQUAY SUR SEULLES,esquay-sur-seulles,esquay-sur-seulles-14400,,,,,,,,,,,,
14254,ETERVILLE,14930,ETERVILLE,eterville,eterville-14930,,,,,,,,,,,,
14256,ETREHAM,14400,ETREHAM,etreham,etreham-14400,,,,,,,,,,,,
14258,FALAISE,14700,FALAISE,falaise,falaise-14700,,,,,,,,,,,,
14271,FLEURY SUR ORNE,14123,FLEURY SUR ORNE,fleury-sur-orne,fleury-sur-orne-14123,,,,,,,,,,,,
14277,FONTENAY LE MARMION,14320,FONTENAY LE MARMION,fontenay-le-marmion,fontenay-le-marmion-14320,,,,,,,,,,,,
14279,FONTENERMONT,14380,FONTENERMONT,fontenermont,fontenermont-14380,,,,,,,,,,,,
14280,FORMENTIN,14340,FORMENTIN,formentin,formentin-14340,,,,,,,,,,,,
14282,FOULOGNES,14240,FOULOGNES,foulognes,foulognes-14240,,,,,,,,,,,,
14291,FRESNEY LE VIEUX,14220,FRESNEY LE VIEUX,fresney-le-vieux,fresney-le-vieux-14220,,,,,,,,,,,,
14296,LE GAST,14380,LE GAST,le gast,le-gast-14380,,,,,,,,,,,,
14300,GERROTS,14430,GERROTS,gerrots,gerrots-14430,,,,,,,,,,,,
14311,GRAINVILLE SUR ODON,14210,GRAINVILLE SUR ODON,grainville-sur-odon,grainville-sur-odon-14210,,,,,,,,,,,,
14313,GRANDCHAMP LE CHATEAU,14140,GRANDCHAMP LE CHATEAU,grandchamp-le-chateau,grandchamp-le-chateau-14140,,,,,,,,,,,,
14326,HERMIVAL LES VAUX,14100,HERMIVAL LES VAUX,hermival-les-vaux,hermival-les-vaux-14100,,,,,,,,,,,,
14333,HONFLEUR,14600,HONFLEUR,honfleur,honfleur-14600,,,,,,,,,,,,
14333,HONFLEUR,14600,HONFLEUR,honfleur,honfleur-14600,,,,,,,,,,,,
14339,HUBERT FOLIE,14540,HUBERT FOLIE,hubert-folie,hubert-folie-14540,,,,,,,,,,,,
14343,LES ISLES BARDEL,14690,LES ISLES BARDEL,les isles-bardel,les-isles-bardel-14690,,,,,,,,,,,,
14344,JANVILLE,14670,JANVILLE,janville,janville-14670,,,,,,,,,,,,
14360,LEFFARD,14700,LEFFARD,leffard,leffard-14700,,,,,,,,,,,,
14362,LESSARD ET LE CHENE,14140,LESSARD ET LE CHENE,lessard-et-le-chene,lessard-et-le-chene-14140,,,,,,,,,,,,
14365,LION SUR MER,14780,LION SUR MER,lion-sur-mer,lion-sur-mer-14780,,,,,,,,,,,,
14367,LISON,14330,LISON,lison,lison-14330,,,,,,,,,,,,
14371,LIVAROT PAYS D AUGE,14140,LIVAROT PAYS D AUGE,livarot,livarot-14140,,,,,,,,,,,,
14371,LIVAROT PAYS D AUGE,14140,LIVAROT PAYS D AUGE,livarot,livarot-14140,,,,,,,,,,,,
14371,LIVAROT PAYS D AUGE,14140,LIVAROT PAYS D AUGE,livarot,livarot-14140,,,,,,,,,,,,
14371,LIVAROT PAYS D AUGE,14140,LIVAROT PAYS D AUGE,livarot,livarot-14140,,,,,,,,,,,,
14371,LIVAROT PAYS D AUGE,14140,LIVAROT PAYS D AUGE,livarot,livarot-14140,,,,,,,,,,,,
14371,LIVAROT PAYS D AUGE,14140,LIVAROT PAYS D AUGE,livarot,livarot-14140,,,,,,,,,,,,
61116,SABLONS SUR HUISNE,61110,SABLONS SUR HUISNE,conde-sur-huisne,conde-sur-huisne-61110,,,,,,,,,,,,
61118,CORBON,61400,CORBON,corbon,corbon-61400,,,,,,,,,,,,
61120,COUDEHARD,61160,COUDEHARD,coudehard,coudehard-61160,,,,,,,,,,,,
61131,COURMENIL,61310,COURMENIL,courmenil,courmenil-61310,,,,,,,,,,,,
61156,ESSAY,61500,ESSAY,essay,essay-61500,,,,,,,,,,,,
61162,LA FERRIERE AU DOYEN,61380,LA FERRIERE AU DOYEN,la ferriere-au-doyen,la-ferriere-au-doyen-61380,,,,,,,,,,,,
61163,LA FERRIERE AUX ETANGS,61450,LA FERRIERE AUX ETANGS,la ferriere-aux-etangs,la-ferriere-aux-etangs-61450,,,,,,,,,,,,
61167,LA FERTE EN OUCHE,61550,LA FERTE EN OUCHE,la ferte-frenel,la-ferte-frenel-61550,,,,,,,,,,,,
61167,LA FERTE EN OUCHE,61550,LA FERTE EN OUCHE,la ferte-frenel,la-ferte-frenel-61550,,,,,,,,,,,,
61192,GODISSON,61240,GODISSON,godisson,godisson-61240,,,,,,,,,,,,
61194,GOULET,61150,GOULET,goulet,goulet-61150,,,,,,,,,,,,
61198,GUERQUESALLES,61120,GUERQUESALLES,guerquesalles,guerquesalles-61120,,,,,,,,,,,,
61207,IGE,61130,IGE,ige,ige-61130,,,,,,,,,,,,
61211,JUVIGNY VAL D ANDAINE,61330,JUVIGNY VAL D ANDAINE,juvigny-sous-andaine,juvigny-sous-andaine-61330,,,,,,,,,,,,
61219,LA LANDE ST SIMEON,61100,LA LANDE ST SIMEON,la lande-saint-simeon,la-lande-saint-simeon-61100,,,,,,,,,,,,
61222,LANDISACQ,61100,LANDISACQ,landisacq,landisacq-61100,,,,,,,,,,,,
61224,LARRE,61250,LARRE,larre,larre-61250,,,,,,,,,,,,
61229,LOISAIL,61400,LOISAIL,loisail,loisail-61400,,,,,,,,,,,,
61230,LONGNY LES VILLAGES,61290,LONGNY LES VILLAGES,longny-au-perche,longny-au-perche-61290,,,,,,,,,,,,
61231,LONGUENOE,61320,LONGUENOE,longuenoe,longuenoe-61320,,,,,,,,,,,,
61242,LE MAGE,61290,LE MAGE,le mage,le-mage-61290,,,,,,,,,,,,
61243,MAGNY LE DESERT,61600,MAGNY LE DESERT,magny-le-desert,magny-le-desert-61600,,,,,,,,,,,,
61248,MANTILLY,61350,MANTILLY,mantilly,mantilly-61350,,,,,,,,,,,,
61252,MARDILLY,61230,MARDILLY,mardilly,mardilly-61230,,,,,,,,,,,,
61255,MAUVES SUR HUISNE,61400,MAUVES SUR HUISNE,mauves-sur-huisne,mauves-sur-huisne-61400,,,,,,,,,,,,
61266,LE MENIL GUYON,61170,LE MENIL GUYON,le menil-guyon,le-menil-guyon-61170,,,,,,,,,,,,
61272,LE MENIL VICOMTE,61240,LE MENIL VICOMTE,le menil-vicomte,le-menil-vicomte-61240,,,,,,,,,,,,
61287,MONTILLY SUR NOIREAU,61100,MONTILLY SUR NOIREAU,montilly-sur-noireau,montilly-sur-noireau-61100,,,,,,,,,,,,
61294,MORTREE,61570,MORTREE,mortree,mortree-61570,,,,,,,,,,,,
61295,LA MOTTE FOUQUET,61600,LA MOTTE FOUQUET,la motte-fouquet,la-motte-fouquet-61600,,,,,,,,,,,,
61297,MOULINS LA MARCHE,61380,MOULINS LA MARCHE,moulins-la-marche,moulins-la-marche-61380,,,,,,,,,,,,
61323,LE PAS ST L HOMER,61290,LE PAS ST L HOMER,le pas-saint-l-homer,le-pas-saint-l-homer-61290,,,,,,,,,,,,
61324,PASSAIS VILLAGES,61350,PASSAIS VILLAGES,passais,passais-61350,,,,,,,,,,,,
61328,LE PIN AU HARAS,61310,LE PIN AU HARAS,le pin-au-haras,le-pin-au-haras-61310,,,,,,,,,,,,
61339,PUTANGES LE LAC,61210,PUTANGES LE LAC,putanges-pont-ecrepin,putanges-pont-ecrepin-61210,,,,,,,,,,,,
61341,ECOUVES,61250,ECOUVES,radon,radon-61250,,,,,,,,,,,,
61345,REMALARD EN PERCHE,61110,REMALARD EN PERCHE,remalard,remalard-61110,,,,,,,,,,,,
61345,REMALARD EN PERCHE,61110,REMALARD EN PERCHE,remalard,remalard-61110,,,,,,,,,,,,
61346,LE RENOUARD,61120,LE RENOUARD,le renouard,le-renouard-61120,,,,,,,,,,,,
61351,ROIVILLE,61120,ROIVILLE,roiville,roiville-61120,,,,,,,,,,,,
61352,RONAI,61160,RONAI,ronai,ronai-61160,,,,,,,,,,,,
61360,ST AGNAN SUR SARTHE,61170,ST AGNAN SUR SARTHE,saint-agnan-sur-sarthe,saint-agnan-sur-sarthe-61170,,,,,,,,,,,,
61370,ST BRICE,61700,ST BRICE,saint-brice,saint-brice-61700,,,,,,,,,,,,
61375,BOISCHAMPRE,61570,BOISCHAMPRE,boischampre,boischampre-61570,,,,,,,,,,,,
61390,ST GEORGES D ANNEBECQ,61600,ST GEORGES D ANNEBECQ,saint-georges-d-annebecq,saint-georges-d-annebecq-61600,,,,,,,,,,,,
61400,ST GERVAIS DU PERRON,61500,ST GERVAIS DU PERRON,saint-gervais-du-perron,saint-gervais-du-perron-61500,,,,,,,,,,,,
61401,ST GILLES DES MARAIS,61700,ST GILLES DES MARAIS,saint-gilles-des-marais,saint-gilles-des-marais-61700,,,,,,,,,,,,
61408,STE HONORINE LA GUILLAUME,61210,STE HONORINE LA GUILLAUME,sainte-honorine-la-guillaume,sainte-honorine-la-guillaume-61210,,,,,,,,,,,,
61414,ST LANGIS LES MORTAGNE,61400,ST LANGIS LES MORTAGNE,saint-langis-les-mortagne,saint-langis-les-mortagne-61400,,,,,,,,,,,,
61422,LES ASPRES,61270,LES ASPRES,les aspres,les-aspres-61270,,,,,,,,,,,,
61439,ST OUEN LE BRISOULT,61410,ST OUEN LE BRISOULT,saint-ouen-le-brisoult,saint-ouen-le-brisoult-61410,,,,,,,,,,,,
61443,ST PAUL,61100,ST PAUL,saint-paul,saint-paul-61100,,,,,,,,,,,,
61445,ST PIERRE D ENTREMONT,61800,ST PIERRE D ENTREMONT,saint-pierre-d-entremont,saint-pierre-d-entremont-61800,,,,,,,,,,,,
61446,ST PIERRE DES LOGES,61370,ST PIERRE DES LOGES,saint-pierre-des-loges,saint-pierre-des-loges-61370,,,,,,,,,,,,
61448,ST PIERRE LA BRUYERE,61340,ST PIERRE LA BRUYERE,saint-pierre-la-bruyere,saint-pierre-la-bruyere-61340,,,,,,,,,,,,
61451,ST QUENTIN LES CHARDONNETS,61800,ST QUENTIN LES CHARDONNETS,saint-quentin-les-chardonnets,saint-quentin-les-chardonnets-61800,,,,,,,,,,,,
61454,STE SCOLASSE SUR SARTHE,61170,STE SCOLASSE SUR SARTHE,sainte-scolasse-sur-sarthe,sainte-scolasse-sur-sarthe-61170,,,,,,,,,,,,
61460,SAP EN AUGE,61120,SAP EN AUGE,le sap,le-sap-61120,,,,,,,,,,,,
61472,SEVIGNY,61200,SEVIGNY,sevigny,sevigny-61200,,,,,,,,,,,,
61482,TESSE FROULAY,61410,TESSE FROULAY,tesse-froulay,tesse-froulay-61410,,,,,,,,,,,,
61484,VAL AU PERCHE,61260,VAL AU PERCHE,le theil,le-theil-61260,,,,,,,,,,,,
61486,TINCHEBRAY BOCAGE,61800,TINCHEBRAY BOCAGE,tinchebray-bocage,tinchebray-bocage-61800,,,,,,,,,,,,
61488,TOUQUETTES,61550,TOUQUETTES,touquettes,touquettes-61550,,,,,,,,,,,,
61490,TOURNAI SUR DIVE,61160,TOURNAI SUR DIVE,tournai-sur-dive,tournai-sur-dive-61160,,,,,,,,,,,,
61491,TOUROUVRE AU PERCHE,61190,TOUROUVRE AU PERCHE,tourouvre,tourouvre-61190,,,,,,,,,,,,
61491,TOUROUVRE AU PERCHE,61190,TOUROUVRE AU PERCHE,tourouvre,tourouvre-61190,,,,,,,,,,,,
61498,VAUNOISE,61130,VAUNOISE,vaunoise,vaunoise-61130,,,,,,,,,,,,
61505,VILLEDIEU LES BAILLEUL,61160,VILLEDIEU LES BAILLEUL,villedieu-les-bailleul,villedieu-les-bailleul-61160,,,,,,,,,,,,
61507,VILLIERS SOUS MORTAGNE,61400,VILLIERS SOUS MORTAGNE,villiers-sous-mortagne,villiers-sous-mortagne-61400,,,,,,,,,,,,
61508,VIMOUTIERS,61120,VIMOUTIERS,vimoutiers,vimoutiers-61120,,,,,,,,,,,,
62009,ADINFER,62116,ADINFER,adinfer,adinfer-62116,,,,,,,,,,,,
62010,AFFRINGUES,62380,AFFRINGUES,affringues,affringues-62380,,,,,,,,,,,,
62017,AIX EN ERGNY,62650,AIX EN ERGNY,aix-en-ergny,aix-en-ergny-62650,,,,,,,,,,,,
62022,ALINCTHUN,62142,ALINCTHUN,alincthun,alincthun-62142,,,,,,,,,,,,
62027,AMBRINES,62127,AMBRINES,ambrines,ambrines-62127,,,,,,,,,,,,
62030,AMPLIER,62760,AMPLIER,amplier,amplier-62760,,,,,,,,,,,,
62038,ARDRES,62610,ARDRES,ardres,ardres-62610,,,,,,,,,,,,
62039,ARLEUX EN GOHELLE,62580,ARLEUX EN GOHELLE,arleux-en-gohelle,arleux-en-gohelle-62580,,,,,,,,,,,,
62044,ATTIN,62170,ATTIN,attin,attin-62170,,,,,,,,,,,,
62047,AUBROMETZ,62390,AUBROMETZ,aubrometz,aubrometz-62390,,,,,,,,,,,,
62049,AUCHY AU BOIS,62190,AUCHY AU BOIS,auchy-au-bois,auchy-au-bois-62190,,,,,,,,,,,,
62056,AUDRESSELLES,62164,AUDRESSELLES,audresselles,audresselles-62164,,,,,,,,,,,,
62066,AVONDANCE,62310,AVONDANCE,avondance,avondance-62310,,,,,,,,,,,,
62069,AZINCOURT,62310,AZINCOURT,azincourt,azincourt-62310,,,,,,,,,,,,
34154,MAUGUIO,34280,MAUGUIO,mauguio,mauguio-34280,,,,,,,,,,,,
34157,MEZE,34140,MEZE,meze,meze-34140,,,,,,,,,,,,
34164,MONTAUD,34160,MONTAUD,montaud,montaud-34160,,,,,,,,,,,,
34174,MOULES ET BAUCELS,34190,MOULES ET BAUCELS,moules-et-baucels,moules-et-baucels-34190,,,,,,,,,,,,
34178,MURVIEL LES BEZIERS,34490,MURVIEL LES BEZIERS,murviel-les-beziers,murviel-les-beziers-34490,,,,,,,,,,,,
34183,NISSAN LEZ ENSERUNE,34440,NISSAN LEZ ENSERUNE,nissan-lez-enserune,nissan-lez-enserune-34440,,,,,,,,,,,,
34187,OLARGUES,34390,OLARGUES,olargues,olargues-34390,,,,,,,,,,,,
34188,OLMET ET VILLECUN,34700,OLMET ET VILLECUN,olmet-et-villecun,olmet-et-villecun-34700,,,,,,,,,,,,
34189,OLONZAC,34210,OLONZAC,olonzac,olonzac-34210,,,,,,,,,,,,
34197,PERET,34800,PERET,peret,peret-34800,,,,,,,,,,,,
34202,PIGNAN,34570,PIGNAN,pignan,pignan-34570,,,,,,,,,,,,
34207,POMEROLS,34810,POMEROLS,pomerols,pomerols-34810,,,,,,,,,,,,
34209,PORTIRAGNES,34420,PORTIRAGNES,portiragnes,portiragnes-34420,,,,,,,,,,,,
34212,POUJOLS,34700,POUJOLS,poujols,poujols-34700,,,,,,,,,,,,
34214,POUZOLLES,34480,POUZOLLES,pouzolles,pouzolles-34480,,,,,,,,,,,,
34215,POUZOLS,34230,POUZOLS,pouzols,pouzols-34230,,,,,,,,,,,,
18223,ST MARTIN D AUXIGNY,18110,ST MARTIN D AUXIGNY,saint-martin-d-auxigny,saint-martin-d-auxigny-18110,,,,,,,,,,,,
18227,STE MONTAINE,18700,STE MONTAINE,sainte-montaine,sainte-montaine-18700,,,,,,,,,,,,
18232,ST PRIEST LA MARCHE,18370,ST PRIEST LA MARCHE,saint-priest-la-marche,saint-priest-la-marche-18370,,,,,,,,,,,,
18235,STE SOLANGE,18220,STE SOLANGE,sainte-solange,sainte-solange-18220,,,,,,,,,,,,
18240,SANCERGUES,18140,SANCERGUES,sancergues,sancergues-18140,,,,,,,,,,,,
18242,SANCOINS,18600,SANCOINS,sancoins,sancoins-18600,,,,,,,,,,,,
18244,SAUGY,18290,SAUGY,saugy,saugy-18290,,,,,,,,,,,,
18250,SERRUELLES,18190,SERRUELLES,serruelles,serruelles-18190,,,,,,,,,,,,
18262,THAUVENAY,18300,THAUVENAY,thauvenay,thauvenay-18300,,,,,,,,,,,,
18263,THENIOUX,18100,THENIOUX,thenioux,thenioux-18100,,,,,,,,,,,,
18270,VALLENAY,18190,VALLENAY,vallenay,vallenay-18190,,,,,,,,,,,,
18270,VALLENAY,18190,VALLENAY,vallenay,vallenay-18190,,,,,,,,,,,,
18280,VIGNOUX SOUS LES AIX,18110,VIGNOUX SOUS LES AIX,vignoux-sous-les-aix,vignoux-sous-les-aix-18110,,,,,,,,,,,,
18281,VIGNOUX SUR BARANGEON,18500,VIGNOUX SUR BARANGEON,vignoux-sur-barangeon,vignoux-sur-barangeon-18500,,,,,,,,,,,,
18284,VILLEGENON,18260,VILLEGENON,villegenon,villegenon-18260,,,,,,,,,,,,
19013,AUBAZINES,19190,AUBAZINES,aubazines,aubazines-19190,,,,,,,,,,,,
19016,BAR,19800,BAR,bar,bar-19800,,,,,,,,,,,,
19038,CHAMEYRAT,19330,CHAMEYRAT,chameyrat,chameyrat-19330,,,,,,,,,,,,
19045,LA CHAPELLE ST GERAUD,19430,LA CHAPELLE ST GERAUD,la chapelle-saint-geraud,la-chapelle-saint-geraud-19430,,,,,,,,,,,,
19048,LE CHASTANG,19190,LE CHASTANG,le chastang,le-chastang-19190,,,,,,,,,,,,
19056,CLERGOUX,19320,CLERGOUX,clergoux,clergoux-19320,,,,,,,,,,,,
19058,COMBRESSOL,19250,COMBRESSOL,combressol,combressol-19250,,,,,,,,,,,,
19059,CONCEZE,19350,CONCEZE,conceze,conceze-19350,,,,,,,,,,,,
19061,CORNIL,19150,CORNIL,cornil,cornil-19150,,,,,,,,,,,,
19068,DAMPNIAT,19360,DAMPNIAT,dampniat,dampniat-19360,,,,,,,,,,,,
19077,ESTIVALS,19600,ESTIVALS,estivals,estivals-19600,,,,,,,,,,,,
19079,EYBURIE,19140,EYBURIE,eyburie,eyburie-19140,,,,,,,,,,,,
19080,EYGURANDE,19340,EYGURANDE,eygurande,eygurande-19340,,,,,,,,,,,,
19084,FORGES,19380,FORGES,forges,forges-19380,,,,,,,,,,,,
19085,GIMEL LES CASCADES,19800,GIMEL LES CASCADES,gimel-les-cascades,gimel-les-cascades-19800,,,,,,,,,,,,
19088,GRANDSAIGNE,19300,GRANDSAIGNE,grandsaigne,grandsaigne-19300,,,,,,,,,,,,
19091,HAUTEFAGE,19400,HAUTEFAGE,hautefage,hautefage-19400,,,,,,,,,,,,
19094,JUILLAC,19350,JUILLAC,juillac,juillac-19350,,,,,,,,,,,,
19097,LAFAGE SUR SOMBRE,19320,LAFAGE SUR SOMBRE,lafage-sur-sombre,lafage-sur-sombre-19320,,,,,,,,,,,,
19101,LAGUENNE,19150,LAGUENNE,laguenne,laguenne-19150,,,,,,,,,,,,
19107,LARCHE,19600,LARCHE,larche,larche-19600,,,,,,,,,,,,
19110,LATRONCHE,19160,LATRONCHE,latronche,latronche-19160,,,,,,,,,,,,
19113,LIGINIAC,19160,LIGINIAC,liginiac,liginiac-19160,,,,,,,,,,,,
19117,LISSAC SUR COUZE,19600,LISSAC SUR COUZE,lissac-sur-couze,lissac-sur-couze-19600,,,,,,,,,,,,
19128,MARGERIDES,19200,MARGERIDES,margerides,margerides-19200,,,,,,,,,,,,
19142,MONESTIER PORT DIEU,19110,MONESTIER PORT DIEU,monestier-port-dieu,monestier-port-dieu-19110,,,,,,,,,,,,
19148,NEUVIC,19160,NEUVIC,neuvic,neuvic-19160,,,,,,,,,,,,
19153,OBJAT,19130,OBJAT,objat,objat-19130,,,,,,,,,,,,
19161,PERPEZAC LE BLANC,19310,PERPEZAC LE BLANC,perpezac-le-blanc,perpezac-le-blanc-19310,,,,,,,,,,,,
19163,LE PESCHER,19190,LE PESCHER,le pescher,le-pescher-19190,,,,,,,,,,,,
